

[链路预测]
[数据集 dataset=Citeseer]
[卷积块个数 blocks=4]
[DropEdge概率 dropedge=0.5]
[是否使用PairNorm norm=False]
[是否添加自环 selfloop=True]
[激活函数 act=ReLU()]

Data(x=[3327, 3703], edge_index=[2, 9104], y=[3327], train_mask=[3327], val_mask=[3327], test_mask=[3327])
【开始训练】
[epoch=1/500, train_loss=48.938107,train_auc=0.510157, verify_loss=50.009396,verify_auc=0.499998, time=0.651352 秒]
[epoch=218/500, train_loss=0.652936,train_auc=0.715025, verify_loss=0.669517,verify_auc=0.618162, time=0.546394 秒]
[epoch=219/500, train_loss=0.632185,train_auc=0.721456, verify_loss=0.673497,verify_auc=0.600138, time=0.567697 秒]
[epoch=220/500, train_loss=0.647631,train_auc=0.692757, verify_loss=0.670286,verify_auc=0.628504, time=0.544384 秒]
[epoch=221/500, train_loss=0.650124,train_auc=0.702930, verify_loss=0.664967,verify_auc=0.627890, time=0.574882 秒]
[epoch=222/500, train_loss=0.636529,train_auc=0.722512, verify_loss=0.664540,verify_auc=0.635191, time=0.560444 秒]
[epoch=223/500, train_loss=0.633766,train_auc=0.723704, verify_loss=0.660478,verify_auc=0.635781, time=0.592194 秒]
[epoch=224/500, train_loss=0.627590,train_auc=0.729833, verify_loss=0.665333,verify_auc=0.636969, time=0.556245 秒]
[epoch=225/500, train_loss=0.636742,train_auc=0.720333, verify_loss=0.663463,verify_auc=0.632197, time=0.592112 秒]
[epoch=226/500, train_loss=0.634027,train_auc=0.726052, verify_loss=0.654645,verify_auc=0.648888, time=0.564576 秒]
[epoch=227/500, train_loss=0.641421,train_auc=0.722322, verify_loss=0.654430,verify_auc=0.655479, time=0.593280 秒]
  [最佳准确率更新！]
[epoch=228/500, train_loss=0.625341,train_auc=0.738502, verify_loss=0.664983,verify_auc=0.642835, time=0.592877 秒]
[epoch=229/500, train_loss=0.634469,train_auc=0.724133, verify_loss=0.659351,verify_auc=0.648608, time=0.584402 秒]
[epoch=230/500, train_loss=0.684381,train_auc=0.737692, verify_loss=0.651864,verify_auc=0.657095, time=0.683622 秒]
  [最佳准确率更新！]
[epoch=231/500, train_loss=0.640795,train_auc=0.733559, verify_loss=0.652626,verify_auc=0.656426, time=0.752271 秒]
[epoch=232/500, train_loss=0.627312,train_auc=0.731270, verify_loss=0.657155,verify_auc=0.649216, time=0.797943 秒]
[epoch=233/500, train_loss=0.623859,train_auc=0.739225, verify_loss=0.661273,verify_auc=0.641951, time=0.812991 秒]
[epoch=234/500, train_loss=0.628005,train_auc=0.734437, verify_loss=0.653804,verify_auc=0.655124, time=0.610409 秒]
[epoch=235/500, train_loss=0.627013,train_auc=0.727263, verify_loss=0.660417,verify_auc=0.653020, time=0.573728 秒]
[epoch=236/500, train_loss=0.624014,train_auc=0.737022, verify_loss=0.657259,verify_auc=0.649236, time=0.582348 秒]
[epoch=237/500, train_loss=0.635103,train_auc=0.725008, verify_loss=0.657545,verify_auc=0.644241, time=0.582042 秒]
[epoch=238/500, train_loss=0.624577,train_auc=0.743812, verify_loss=0.652996,verify_auc=0.657558, time=0.554264 秒]
  [最佳准确率更新！]
[epoch=239/500, train_loss=0.630298,train_auc=0.736800, verify_loss=0.643408,verify_auc=0.676759, time=0.573919 秒]
  [最佳准确率更新！]
[epoch=240/500, train_loss=0.635853,train_auc=0.740117, verify_loss=0.656493,verify_auc=0.652358, time=0.551320 秒]
[epoch=241/500, train_loss=0.624663,train_auc=0.737938, verify_loss=0.650920,verify_auc=0.657732, time=0.611069 秒]
[epoch=242/500, train_loss=0.620221,train_auc=0.740077, verify_loss=0.651171,verify_auc=0.659051, time=0.562591 秒]
[epoch=243/500, train_loss=0.634457,train_auc=0.742811, verify_loss=0.653062,verify_auc=0.664968, time=0.583611 秒]
[epoch=244/500, train_loss=0.615607,train_auc=0.752580, verify_loss=0.645396,verify_auc=0.668161, time=0.562494 秒]
[epoch=245/500, train_loss=0.626014,train_auc=0.735188, verify_loss=0.654534,verify_auc=0.661193, time=0.632143 秒]
[epoch=246/500, train_loss=0.633725,train_auc=0.741151, verify_loss=0.649225,verify_auc=0.671286, time=0.529738 秒]
[epoch=247/500, train_loss=0.619689,train_auc=0.742230, verify_loss=0.648402,verify_auc=0.670610, time=0.567824 秒]
[epoch=248/500, train_loss=0.621989,train_auc=0.743717, verify_loss=0.656282,verify_auc=0.662553, time=0.563335 秒]
[epoch=249/500, train_loss=0.619228,train_auc=0.738583, verify_loss=0.651759,verify_auc=0.672344, time=0.585798 秒]
[epoch=250/500, train_loss=0.608121,train_auc=0.753521, verify_loss=0.650768,verify_auc=0.664060, time=0.572387 秒]
[epoch=251/500, train_loss=0.615151,train_auc=0.747212, verify_loss=0.644750,verify_auc=0.679478, time=0.704952 秒]
  [最佳准确率更新！]
[epoch=252/500, train_loss=0.611019,train_auc=0.763954, verify_loss=0.649502,verify_auc=0.672745, time=0.703416 秒]
[epoch=253/500, train_loss=0.617714,train_auc=0.752163, verify_loss=0.650715,verify_auc=0.673510, time=0.787363 秒]
[epoch=254/500, train_loss=0.622580,train_auc=0.748613, verify_loss=0.652376,verify_auc=0.676619, time=0.767561 秒]
[epoch=255/500, train_loss=0.613534,train_auc=0.765776, verify_loss=0.649717,verify_auc=0.676136, time=0.683499 秒]
[epoch=256/500, train_loss=0.608358,train_auc=0.768292, verify_loss=0.651285,verify_auc=0.668084, time=0.564204 秒]
[epoch=257/500, train_loss=0.621068,train_auc=0.765922, verify_loss=0.647019,verify_auc=0.677242, time=0.576292 秒]
[epoch=258/500, train_loss=0.613020,train_auc=0.760362, verify_loss=0.651768,verify_auc=0.665258, time=0.574740 秒]
[epoch=259/500, train_loss=0.609315,train_auc=0.757099, verify_loss=0.647408,verify_auc=0.677290, time=0.589561 秒]
[epoch=260/500, train_loss=0.609867,train_auc=0.763157, verify_loss=0.645081,verify_auc=0.682526, time=0.590987 秒]
  [最佳准确率更新！]
[epoch=261/500, train_loss=0.609288,train_auc=0.767400, verify_loss=0.643198,verify_auc=0.683263, time=0.618109 秒]
  [最佳准确率更新！]
[epoch=262/500, train_loss=0.605733,train_auc=0.765379, verify_loss=0.639439,verify_auc=0.693100, time=0.590550 秒]
  [最佳准确率更新！]
[epoch=263/500, train_loss=0.609819,train_auc=0.769802, verify_loss=0.647534,verify_auc=0.673614, time=0.592557 秒]
[epoch=264/500, train_loss=0.604178,train_auc=0.768341, verify_loss=0.640268,verify_auc=0.695645, time=0.587892 秒]
  [最佳准确率更新！]
[epoch=265/500, train_loss=0.605245,train_auc=0.770036, verify_loss=0.638422,verify_auc=0.695481, time=0.590812 秒]
[epoch=266/500, train_loss=0.609557,train_auc=0.765716, verify_loss=0.641238,verify_auc=0.691351, time=0.588832 秒]
[epoch=267/500, train_loss=0.598480,train_auc=0.773809, verify_loss=0.643773,verify_auc=0.693607, time=0.582337 秒]
[epoch=268/500, train_loss=0.604740,train_auc=0.770937, verify_loss=0.639845,verify_auc=0.703142, time=0.585922 秒]
  [最佳准确率更新！]
[epoch=269/500, train_loss=0.614835,train_auc=0.761564, verify_loss=0.637486,verify_auc=0.697225, time=0.581414 秒]
[epoch=270/500, train_loss=0.601629,train_auc=0.775488, verify_loss=0.643291,verify_auc=0.684444, time=0.592577 秒]
[epoch=271/500, train_loss=0.607354,train_auc=0.771561, verify_loss=0.638305,verify_auc=0.699838, time=0.588792 秒]
[epoch=272/500, train_loss=0.606391,train_auc=0.765011, verify_loss=0.648664,verify_auc=0.676771, time=0.685111 秒]
[epoch=273/500, train_loss=0.608057,train_auc=0.763242, verify_loss=0.649798,verify_auc=0.686337, time=0.726714 秒]
[epoch=274/500, train_loss=0.602343,train_auc=0.775052, verify_loss=0.644532,verify_auc=0.686820, time=0.784020 秒]
[epoch=275/500, train_loss=0.602328,train_auc=0.770287, verify_loss=0.646633,verify_auc=0.678179, time=0.799316 秒]
[epoch=276/500, train_loss=0.605394,train_auc=0.769941, verify_loss=0.638551,verify_auc=0.699186, time=0.638884 秒]
[epoch=277/500, train_loss=0.600687,train_auc=0.777292, verify_loss=0.636730,verify_auc=0.703963, time=0.598205 秒]
  [最佳准确率更新！]
[epoch=278/500, train_loss=0.605898,train_auc=0.767821, verify_loss=0.635495,verify_auc=0.711006, time=0.593635 秒]
  [最佳准确率更新！]
[epoch=279/500, train_loss=0.600986,train_auc=0.783754, verify_loss=0.633290,verify_auc=0.708016, time=0.585470 秒]
[epoch=280/500, train_loss=0.600277,train_auc=0.781091, verify_loss=0.639310,verify_auc=0.700761, time=0.585450 秒]
[epoch=281/500, train_loss=0.606874,train_auc=0.775975, verify_loss=0.636688,verify_auc=0.704272, time=0.592417 秒]
[epoch=282/500, train_loss=0.603843,train_auc=0.775687, verify_loss=0.640858,verify_auc=0.698838, time=0.534003 秒]
[epoch=283/500, train_loss=0.600055,train_auc=0.780147, verify_loss=0.642711,verify_auc=0.697790, time=0.585147 秒]
[epoch=284/500, train_loss=0.592433,train_auc=0.783751, verify_loss=0.636450,verify_auc=0.707929, time=0.577963 秒]
[epoch=285/500, train_loss=0.596675,train_auc=0.785238, verify_loss=0.638806,verify_auc=0.709880, time=0.507564 秒]
[epoch=286/500, train_loss=0.601377,train_auc=0.775589, verify_loss=0.641927,verify_auc=0.699403, time=0.601889 秒]
[epoch=287/500, train_loss=0.596133,train_auc=0.783183, verify_loss=0.640088,verify_auc=0.699708, time=0.594121 秒]
[epoch=288/500, train_loss=0.590014,train_auc=0.790246, verify_loss=0.633053,verify_auc=0.712701, time=0.584339 秒]
  [最佳准确率更新！]
[epoch=289/500, train_loss=0.591857,train_auc=0.786375, verify_loss=0.632814,verify_auc=0.710779, time=0.603148 秒]
[epoch=290/500, train_loss=0.588237,train_auc=0.792781, verify_loss=0.635465,verify_auc=0.707716, time=0.600721 秒]
[epoch=291/500, train_loss=0.605245,train_auc=0.780490, verify_loss=0.647297,verify_auc=0.702978, time=0.579256 秒]
[epoch=292/500, train_loss=0.595627,train_auc=0.785760, verify_loss=0.632602,verify_auc=0.712494, time=0.587340 秒]
[epoch=293/500, train_loss=0.595751,train_auc=0.789980, verify_loss=0.632266,verify_auc=0.713315, time=0.671050 秒]
  [最佳准确率更新！]
[epoch=294/500, train_loss=0.588203,train_auc=0.792999, verify_loss=0.635566,verify_auc=0.708760, time=0.762542 秒]
[epoch=295/500, train_loss=0.585313,train_auc=0.794923, verify_loss=0.636061,verify_auc=0.714358, time=0.757481 秒]
  [最佳准确率更新！]
[epoch=296/500, train_loss=0.589398,train_auc=0.791619, verify_loss=0.637861,verify_auc=0.709001, time=0.748587 秒]
[epoch=297/500, train_loss=0.595909,train_auc=0.790631, verify_loss=0.635990,verify_auc=0.710465, time=0.634778 秒]
[epoch=298/500, train_loss=0.594883,train_auc=0.789044, verify_loss=0.631885,verify_auc=0.718493, time=0.577247 秒]
  [最佳准确率更新！]
[epoch=299/500, train_loss=0.588496,train_auc=0.794294, verify_loss=0.638423,verify_auc=0.713750, time=0.567731 秒]
[epoch=300/500, train_loss=0.591522,train_auc=0.793738, verify_loss=0.631290,verify_auc=0.717797, time=0.580594 秒]
[epoch=301/500, train_loss=0.588019,train_auc=0.793551, verify_loss=0.632436,verify_auc=0.713687, time=0.577774 秒]
[epoch=302/500, train_loss=0.588775,train_auc=0.794328, verify_loss=0.632080,verify_auc=0.721111, time=0.538660 秒]
  [最佳准确率更新！]
[epoch=303/500, train_loss=0.584375,train_auc=0.797342, verify_loss=0.633895,verify_auc=0.712653, time=0.619155 秒]
[测试集：test_loss=0.626149, test_auc=0.737578, time=0.298866 秒]
运行总时间：184.285574 秒

